Entry,Line,Message,Byte_Count,Decimals
469,938,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
470,940,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
471,942,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,2,0"
472,944,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
473,946,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=13003, Current=110)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,203,50,110,0"
474,948,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
475,950,"Dock_ResponseMeasure_26(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=5)",24,"1,1,145,245,255,255,26,7,1,0,0,255,255,255,255,255,1,1,0,8,0,0,5,0"
476,952,"Dock_FillMsg7(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=7, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,7,16,1,0,0,255,255,255,255,255,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
477,954,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
478,956,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
479,958,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
480,960,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
481,962,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
482,964,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
483,966,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,2,0"
484,968,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
485,970,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
486,972,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,2,0"
487,974,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
488,976,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=114)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,114,0"
489,978,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,1,0"
490,980,"Dock_ResponseMeasure_51(eDiagInfo=1, eMode=4, OutState=0, Voltage=13006, Current=0)",24,"1,1,145,245,255,255,51,7,1,0,0,255,255,255,255,255,1,4,0,0,206,50,0,0"
491,982,"Dock_ResponseMeasure_52(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,52,7,1,0,0,255,255,255,255,255,1,1,0,17,0,0,0,0"
492,984,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
493,986,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
494,988,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
495,990,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
496,992,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
497,994,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
498,996,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
499,998,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
500,1000,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
501,1002,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
502,1004,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
503,1006,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
504,1008,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=111)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,111,0"
505,1010,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
506,1012,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
507,1014,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
508,1016,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
509,1018,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
510,1020,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
511,1022,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
512,1024,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
513,1026,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
514,1028,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
515,1030,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
516,1032,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
517,1034,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=112)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,112,0"
518,1036,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
519,1038,"Dock_ResponseMeasure_51(eDiagInfo=1, eMode=4, OutState=0, Voltage=12996, Current=0)",24,"1,1,145,245,255,255,51,7,1,0,0,255,255,255,255,255,1,4,0,0,196,50,0,0"
520,1040,"Dock_ResponseMeasure_52(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,52,7,1,0,0,255,255,255,255,255,1,1,0,17,0,0,0,0"
521,1042,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
522,1044,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
523,1046,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
524,1048,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
525,1050,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
526,1052,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
527,1054,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
528,1056,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,3,0"
529,1058,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
530,1060,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
531,1062,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,0,0"
532,1064,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
533,1066,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=13003, Current=116)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,203,50,116,0"
534,1068,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
535,1070,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
536,1072,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
537,1074,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
538,1076,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
539,1078,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
540,1080,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
541,1082,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
542,1084,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
543,1086,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
544,1088,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,2,0"
545,1090,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
546,1092,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=13003, Current=111)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,203,50,111,0"
547,1094,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
548,1096,"Dock_ResponseMeasure_51(eDiagInfo=1, eMode=4, OutState=0, Voltage=12996, Current=0)",24,"1,1,145,245,255,255,51,7,1,0,0,255,255,255,255,255,1,4,0,0,196,50,0,0"
549,1098,"Dock_ResponseMeasure_52(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,52,7,1,0,0,255,255,255,255,255,1,1,0,17,0,0,0,0"
550,1100,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
551,1102,"Dock_WaterFillStatus(flowRate=0.0, pressure=0.06562499701976776, dockTotalFlowOut=0.0)",32,"1,1,145,245,255,255,3,0,1,0,0,255,255,255,255,255,0,0,0,0,102,102,134,61,0,0,0,0,255,255,255,255"
552,1104,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
553,1106,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
554,1108,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
555,1110,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
556,1112,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
557,1114,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
558,1116,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
559,1118,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
560,1120,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
561,1122,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
562,1124,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
563,1126,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=114)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,114,0"
564,1128,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
565,1130,"Dock_FillSummary(lastAcceptedID=57, lastRefillID=1, waterRequested=200.0, waterDelivered=44.940711975097656, product1RequestedL=20.0, product2RequestedL=0.0, product3RequestedL=0.0, product4RequestedL=0.0, product5RequestedL=0.0, product6RequestedL=0.0, product7RequestedL=0.0, fill1Type=2, fill2Type=2, fill3Type=2, fill4Type=2, fill5Type=2, fill6Type=2, fill7Type=2, product1DeliveredL=0.0, product2DeliveredL=0.0, product3DeliveredL=0.0, product4DeliveredL=0.0, product5DeliveredL=0.0, product6DeliveredL=0.0, product7DeliveredL=0.0, flush1DeliveredL=0.0, flush2DeliveredL=0.0, flush3DeliveredL=0.0, flush4DeliveredL=0.0, flush5DeliveredL=0.0, flush6DeliveredL=0.0, flush7DeliveredL=0.0)",120,"1,1,145,245,255,255,10,0,1,0,0,255,255,255,255,255,57,0,1,0,0,0,72,67,74,195,51,66,0,0,160,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
566,1132,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
567,1134,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
568,1136,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
569,1138,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
570,1140,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
571,1142,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
572,1144,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
573,1146,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
574,1148,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
575,1150,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,4,0"
576,1152,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
577,1154,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=114)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,114,0"
578,1156,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
579,1158,"Dock_ResponseMeasure_51(eDiagInfo=1, eMode=4, OutState=0, Voltage=12996, Current=0)",24,"1,1,145,245,255,255,51,7,1,0,0,255,255,255,255,255,1,4,0,0,196,50,0,0"
580,1160,"Dock_ResponseMeasure_52(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,52,7,1,0,0,255,255,255,255,255,1,1,0,17,0,0,0,0"
581,1162,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
582,1164,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
583,1166,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
584,1168,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
585,1170,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
586,1172,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
587,1174,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
588,1176,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
589,1178,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
590,1180,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
591,1182,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,0,0"
